item_name,base_price,freshness,days_old,stock,demand_score,market_noise,time_of_day,season,is_weekend,dynamic_price,price_change,scenario,created_at
tomato,30,46.0,3,8,1.35,0.86,morning,winter,True,28.3,-1.7,weekend_peak_demand,2026-05-12T12:22:38.335855
potato,20,97.0,1,21,1.63,1.08,evening,monsoon,False,29.0,9.0,normal_market,2026-05-11T06:22:38.335867
cabbage,28,52.0,6,84,0.9,0.96,evening,monsoon,False,19.95,-8.05,normal_market,2026-05-11T05:22:38.335878
cabbage,28,52.0,6,117,1.18,1.1,morning,monsoon,True,24.15,-3.85,weekend_peak_demand,2026-05-11T14:22:38.335890
apple,120,75.0,5,9,1.34,1.0,evening,winter,True,168.35,48.35,normal_market,2026-05-11T22:22:38.335902
potato,20,97.0,1,7,2.01,1.03,evening,monsoon,True,29.0,9.0,scarcity_price_surge,2026-05-11T16:22:38.335913
apple,120,70.0,6,54,1.38,1.02,morning,monsoon,True,141.74,21.74,weekend_peak_demand,2026-05-12T10:22:38.335924
cabbage,28,92.0,1,76,2.19,0.93,morning,winter,False,40.6,12.6,normal_market,2026-05-10T02:22:38.335936
potato,20,85.0,5,24,1.29,1.02,afternoon,summer,True,24.28,4.28,normal_market,2026-05-11T03:22:38.335947
mango,150,40.0,4,58,0.94,0.81,afternoon,monsoon,False,93.06,-56.94,normal_market,2026-05-10T14:22:38.335959
mango,150,85.0,1,6,1.17,0.97,morning,monsoon,False,202.19,52.19,normal_market,2026-05-10T07:22:38.335970
tomato,30,100.0,0,78,1.77,0.8,afternoon,monsoon,False,41.83,11.83,normal_market,2026-05-10T08:22:38.335982
mango,150,25.0,5,72,0.56,0.79,morning,winter,False,72.9,-77.1,waste_prevention_discount,2026-05-09T12:22:38.335993
cabbage,28,92.0,1,96,1.72,1.13,evening,winter,True,40.6,12.6,normal_market,2026-05-11T02:22:38.336005
mango,150,70.0,2,28,1.24,1.21,evening,winter,False,208.03,58.03,temporary_market_spike,2026-05-10T05:22:38.336017
mango,150,10.0,6,90,0.56,0.83,evening,summer,True,67.5,-82.5,waste_prevention_discount,2026-05-10T18:22:38.336029
cabbage,28,60.0,5,120,1.32,1.04,afternoon,winter,False,28.41,0.41,normal_market,2026-05-11T11:22:38.336041
mango,150,25.0,5,61,0.95,1.19,afternoon,summer,False,140.04,-9.96,temporary_market_spike,2026-05-12T08:22:38.336052
carrot,35,100.0,0,5,1.75,0.97,afternoon,monsoon,False,50.75,15.75,scarcity_price_surge,2026-05-10T13:22:38.336065
banana,40,76.0,2,84,1.28,1.07,evening,winter,True,42.4,2.4,normal_market,2026-05-09T20:22:38.336076
banana,40,52.0,4,66,1.28,0.96,morning,winter,True,37.76,-2.24,weekend_peak_demand,2026-05-09T22:22:38.336088
tomato,30,100.0,0,73,1.88,0.78,afternoon,monsoon,True,41.88,11.88,normal_market,2026-05-12T08:22:38.336099
carrot,35,60.0,4,80,1.44,0.97,evening,summer,True,38.19,3.19,normal_market,2026-05-11T00:22:38.336111
mango,150,70.0,2,37,1.76,1.03,afternoon,summer,True,217.5,67.5,normal_market,2026-05-09T13:22:38.336123
carrot,35,80.0,2,51,1.61,0.86,afternoon,winter,True,44.54,9.54,normal_market,2026-05-09T07:22:38.336134
apple,120,85.0,3,78,1.31,1.04,morning,monsoon,True,156.83,36.83,weekend_peak_demand,2026-05-12T07:22:38.336146
banana,40,52.0,4,118,1.13,1.08,afternoon,monsoon,True,31.8,-8.2,normal_market,2026-05-12T13:22:38.336157
cabbage,28,52.0,6,33,1.0,1.13,afternoon,summer,False,27.34,-0.66,normal_market,2026-05-13T04:22:38.336169
tomato,30,28.0,4,88,0.47,1.14,evening,winter,False,17.73,-12.27,waste_prevention_discount,2026-05-12T22:22:38.336181
tomato,30,82.0,1,87,1.42,1.17,evening,summer,True,37.59,7.59,normal_market,2026-05-10T11:22:38.336193
tomato,30,64.0,2,35,1.69,0.79,evening,monsoon,True,34.56,4.56,normal_market,2026-05-10T04:22:38.336204
apple,120,70.0,6,53,1.71,1.04,evening,monsoon,True,161.86,41.86,normal_market,2026-05-11T18:22:38.336215
potato,20,100.0,0,66,1.44,0.91,morning,summer,True,25.96,5.96,weekend_peak_demand,2026-05-11T10:22:38.336227
banana,40,76.0,2,51,1.52,1.05,afternoon,monsoon,True,50.11,10.11,normal_market,2026-05-11T07:22:38.336239
carrot,35,70.0,3,58,1.47,1.11,morning,monsoon,False,46.08,11.08,normal_market,2026-05-12T21:22:38.336250
banana,40,100.0,0,118,1.74,0.9,morning,winter,False,45.45,5.45,normal_market,2026-05-12T00:22:38.336262
potato,20,97.0,1,102,1.74,0.96,morning,monsoon,False,23.82,3.82,normal_market,2026-05-12T06:22:38.336273
mango,150,40.0,4,11,0.98,1.25,afternoon,winter,False,167.18,17.18,temporary_market_spike,2026-05-10T22:22:38.336285
banana,40,52.0,4,52,0.93,1.08,evening,winter,True,39.46,-0.54,normal_market,2026-05-11T21:22:38.336296
onion,25,100.0,0,66,1.41,1.11,afternoon,summer,True,36.25,11.25,normal_market,2026-05-10T16:22:38.336308
tomato,30,0,6,116,0.31,1.24,evening,winter,False,13.5,-16.5,waste_prevention_discount,2026-05-12T09:22:38.336319
banana,40,64.0,3,55,1.2,0.93,afternoon,monsoon,False,37.38,-2.62,normal_market,2026-05-09T14:22:38.336331
apple,120,70.0,6,59,1.04,0.94,morning,winter,False,118.66,-1.34,normal_market,2026-05-12T07:22:38.336343
onion,25,96.0,1,84,1.62,0.93,morning,winter,True,27.83,2.83,weekend_peak_demand,2026-05-11T15:22:38.336354
apple,120,95.0,1,45,1.44,1.01,afternoon,summer,False,159.84,39.84,normal_market,2026-05-12T20:22:38.336366
cabbage,28,76.0,3,79,1.43,1.04,evening,winter,False,40.6,12.6,normal_market,2026-05-09T07:22:38.336377
apple,120,95.0,1,72,1.36,1.02,evening,winter,False,170.64,50.64,normal_market,2026-05-09T06:22:38.336390
banana,40,100.0,0,9,1.83,0.85,morning,winter,False,58.0,18.0,scarcity_price_surge,2026-05-10T22:22:38.336401
apple,120,95.0,1,23,1.47,1.0,morning,winter,False,167.49,47.49,normal_market,2026-05-11T18:22:38.336413
banana,40,28.0,6,117,0.48,0.9,evening,monsoon,False,18.73,-21.27,waste_prevention_discount,2026-05-10T07:22:38.336424
cabbage,28,84.0,2,83,1.44,0.91,evening,monsoon,False,27.79,-0.21,normal_market,2026-05-10T19:22:38.336436
tomato,30,82.0,1,5,1.16,1.0,afternoon,winter,False,38.83,8.83,normal_market,2026-05-12T23:22:38.336448
cabbage,28,100.0,0,112,2.31,0.87,morning,winter,False,40.6,12.6,normal_market,2026-05-11T11:22:38.336459
onion,25,80.0,5,119,1.49,1.06,morning,monsoon,False,27.74,2.74,normal_market,2026-05-10T20:22:38.336471
cabbage,28,68.0,4,80,1.19,1.1,afternoon,monsoon,False,31.77,3.77,normal_market,2026-05-10T13:22:38.336482
cabbage,28,52.0,6,48,1.65,0.94,morning,winter,False,33.67,5.67,normal_market,2026-05-10T22:22:38.336493
potato,20,94.0,2,53,1.55,1.05,morning,summer,True,29.0,9.0,weekend_peak_demand,2026-05-11T13:22:38.336505
cabbage,28,100.0,0,87,1.89,1.12,afternoon,monsoon,True,39.1,11.1,normal_market,2026-05-13T03:22:38.336517
mango,150,70.0,2,78,1.22,0.81,evening,winter,False,138.48,-11.52,normal_market,2026-05-10T19:22:38.336529
cabbage,28,52.0,6,62,1.03,1.13,morning,summer,False,28.96,0.96,normal_market,2026-05-13T06:22:38.336541
apple,120,100.0,0,109,1.75,1.0,afternoon,monsoon,True,144.65,24.65,normal_market,2026-05-12T09:22:38.337086
tomato,30,46.0,3,51,1.4,0.83,morning,monsoon,True,28.4,-1.6,weekend_peak_demand,2026-05-12T08:22:38.337139
apple,120,75.0,5,88,1.43,0.95,morning,winter,True,113.59,-6.41,weekend_peak_demand,2026-05-12T00:22:38.337161
carrot,35,90.0,1,88,2.1,0.95,afternoon,winter,True,48.35,13.35,normal_market,2026-05-10T01:22:38.337181
cabbage,28,100.0,0,68,1.46,1.06,evening,summer,True,40.6,12.6,normal_market,2026-05-12T11:22:38.337199
onion,25,100.0,0,115,1.27,0.96,morning,summer,False,26.81,1.81,normal_market,2026-05-09T18:22:38.337218
onion,25,84.0,4,44,1.32,1.05,morning,summer,True,32.87,7.87,weekend_peak_demand,2026-05-12T00:22:38.337234
tomato,30,28.0,4,63,0.97,0.93,morning,monsoon,False,23.84,-6.16,normal_market,2026-05-09T22:22:38.337253
banana,40,64.0,3,61,1.16,1.11,morning,winter,False,46.32,6.32,normal_market,2026-05-10T01:22:38.337318
apple,120,95.0,1,20,1.64,1.08,evening,monsoon,False,174.0,54.0,normal_market,2026-05-13T02:22:38.337351
banana,40,100.0,0,93,1.59,0.88,afternoon,summer,False,40.77,0.77,normal_market,2026-05-11T08:22:38.337367
potato,20,97.0,1,38,1.25,0.98,afternoon,summer,True,24.84,4.84,normal_market,2026-05-09T23:22:38.337381
apple,120,90.0,2,63,1.23,1.09,morning,summer,False,165.9,45.9,normal_market,2026-05-12T14:22:38.337394
apple,120,95.0,1,35,1.74,1.01,morning,summer,False,174.0,54.0,normal_market,2026-05-10T02:22:38.337406
carrot,35,40.0,6,87,1.01,1.1,evening,summer,True,26.67,-8.33,normal_market,2026-05-12T21:22:38.337418
carrot,35,50.0,5,88,1.11,1.05,afternoon,monsoon,True,26.46,-8.54,normal_market,2026-05-11T03:22:38.337431
tomato,30,82.0,1,87,2.2,0.83,morning,monsoon,True,36.95,6.95,weekend_peak_demand,2026-05-11T17:22:38.337444
onion,25,92.0,2,56,1.46,0.89,morning,summer,True,30.41,5.41,weekend_peak_demand,2026-05-12T06:22:38.337456
carrot,35,70.0,3,96,1.7,1.09,morning,summer,True,39.35,4.35,weekend_peak_demand,2026-05-12T06:22:38.337468
apple,120,90.0,2,26,1.24,1.04,morning,monsoon,False,158.74,38.74,normal_market,2026-05-10T18:22:38.337480
onion,25,100.0,0,83,1.48,1.04,morning,winter,False,30.73,5.73,normal_market,2026-05-11T15:22:38.337492
apple,120,95.0,1,87,1.41,1.02,evening,monsoon,True,141.82,21.82,normal_market,2026-05-10T16:22:38.337504
tomato,30,82.0,1,15,1.83,1.19,morning,monsoon,False,43.5,13.5,scarcity_price_surge,2026-05-13T01:22:38.337516
potato,20,85.0,5,91,1.11,0.92,morning,summer,False,17.92,-2.08,normal_market,2026-05-09T22:22:38.337535
tomato,30,82.0,1,94,1.5,1.09,morning,summer,True,34.77,4.77,weekend_peak_demand,2026-05-10T18:22:38.337551
potato,20,82.0,6,20,1.69,0.91,evening,winter,True,25.48,5.48,normal_market,2026-05-13T06:22:38.337564
carrot,35,70.0,3,58,1.49,0.86,evening,winter,False,43.56,8.56,normal_market,2026-05-10T03:22:38.337577
tomato,30,82.0,1,83,1.5,1.06,afternoon,winter,True,32.21,2.21,normal_market,2026-05-10T23:22:38.337590
carrot,35,70.0,3,88,1.33,0.95,morning,summer,False,31.15,-3.85,normal_market,2026-05-10T04:22:38.337603
carrot,35,40.0,6,41,1.46,1.06,afternoon,winter,True,38.86,3.86,normal_market,2026-05-11T06:22:38.337616
tomato,30,64.0,2,17,1.05,0.87,afternoon,summer,True,28.88,-1.12,normal_market,2026-05-09T16:22:38.337633
banana,40,76.0,2,9,1.22,0.99,evening,summer,False,54.11,14.11,normal_market,2026-05-11T00:22:38.337654
potato,20,82.0,6,24,1.38,1.01,evening,winter,False,26.1,6.1,normal_market,2026-05-10T14:22:38.337673
mango,150,70.0,2,49,1.83,1.01,afternoon,winter,True,187.33,37.33,normal_market,2026-05-11T19:22:38.337693
onion,25,100.0,0,119,1.82,1.1,afternoon,monsoon,True,33.72,8.72,normal_market,2026-05-12T16:22:38.337716
potato,20,82.0,6,76,1.24,0.92,morning,winter,False,22.24,2.24,normal_market,2026-05-11T16:22:38.337737
banana,40,88.0,1,109,1.89,1.07,morning,summer,True,52.11,12.11,weekend_peak_demand,2026-05-11T08:22:38.337757
onion,25,88.0,3,35,1.3,1.05,afternoon,winter,False,31.93,6.93,normal_market,2026-05-09T11:22:38.337777
carrot,35,70.0,3,55,1.45,0.95,evening,monsoon,True,40.35,5.35,normal_market,2026-05-09T09:22:38.337860
apple,120,85.0,3,34,1.53,1.07,afternoon,summer,True,162.95,42.95,normal_market,2026-05-12T23:22:38.337890
carrot,35,80.0,2,93,1.45,0.88,afternoon,monsoon,False,30.39,-4.61,normal_market,2026-05-11T16:22:38.337916
banana,40,64.0,3,89,1.25,0.86,evening,summer,True,31.05,-8.95,normal_market,2026-05-12T14:22:38.337937
banana,40,100.0,0,19,1.41,1.06,afternoon,winter,True,58.0,18.0,normal_market,2026-05-09T08:22:38.337956
mango,150,100.0,0,29,2.23,0.82,evening,summer,False,217.5,67.5,normal_market,2026-05-11T14:22:38.337975
onion,25,80.0,5,91,1.25,1.01,morning,summer,False,24.77,-0.23,normal_market,2026-05-12T10:22:38.337993
banana,40,28.0,6,33,0.65,0.95,afternoon,summer,False,23.67,-16.33,normal_market,2026-05-10T12:22:38.338012
carrot,35,80.0,2,71,1.42,0.85,morning,monsoon,False,37.28,2.28,normal_market,2026-05-09T15:22:38.338035
banana,40,100.0,0,64,1.51,0.87,afternoon,summer,True,48.15,8.15,normal_market,2026-05-09T21:22:38.338075
tomato,30,46.0,3,32,1.21,0.83,morning,summer,False,22.85,-7.15,normal_market,2026-05-09T10:22:38.338096
banana,40,28.0,6,10,0.56,1.07,afternoon,monsoon,False,29.74,-10.26,normal_market,2026-05-10T10:22:38.338115
onion,25,96.0,1,101,1.43,1.04,morning,summer,True,29.62,4.62,weekend_peak_demand,2026-05-13T04:22:38.338139
potato,20,88.0,4,92,1.4,1.07,morning,winter,False,23.03,3.03,normal_market,2026-05-10T23:22:38.338159
mango,150,10.0,6,42,0.56,0.77,evening,monsoon,True,67.5,-82.5,clearance_low_freshness,2026-05-12T19:22:38.338182
apple,120,95.0,1,66,1.67,0.9,morning,winter,True,158.67,38.67,weekend_peak_demand,2026-05-09T06:22:38.338204
cabbage,28,68.0,4,46,1.19,0.93,evening,summer,True,29.01,1.01,normal_market,2026-05-12T21:22:38.338225
carrot,35,100.0,0,55,2.04,0.92,morning,monsoon,False,50.75,15.75,normal_market,2026-05-11T21:22:38.338239
apple,120,90.0,2,13,1.73,1.04,afternoon,winter,True,174.0,54.0,scarcity_price_surge,2026-05-10T11:22:38.338252
mango,150,25.0,5,11,0.68,1.13,evening,summer,False,151.58,1.58,normal_market,2026-05-10T07:22:38.338265
tomato,30,10.0,5,47,0.57,0.97,evening,monsoon,False,18.41,-11.59,clearance_low_freshness,2026-05-10T12:22:38.338278
banana,40,52.0,4,79,1.13,0.96,morning,monsoon,True,36.2,-3.8,weekend_peak_demand,2026-05-09T23:22:38.338290
cabbage,28,52.0,6,54,0.88,1.08,afternoon,summer,True,25.19,-2.81,normal_market,2026-05-10T22:22:38.338303
onion,25,80.0,5,51,1.59,1.04,morning,monsoon,True,34.06,9.06,weekend_peak_demand,2026-05-11T11:22:38.338315
carrot,35,60.0,4,94,0.89,1.11,afternoon,monsoon,False,28.34,-6.66,normal_market,2026-05-09T21:22:38.338327
onion,25,96.0,1,15,1.42,1.09,evening,winter,True,36.25,11.25,normal_market,2026-05-12T03:22:38.338340
mango,150,70.0,2,37,1.61,1.17,afternoon,summer,False,217.5,67.5,normal_market,2026-05-11T08:22:38.338353
carrot,35,60.0,4,99,1.85,1.1,morning,winter,True,45.16,10.16,weekend_peak_demand,2026-05-09T20:22:38.338367
cabbage,28,60.0,5,25,1.71,1.09,morning,winter,False,40.6,12.6,normal_market,2026-05-10T18:22:38.338380
carrot,35,100.0,0,97,2.21,1.07,morning,monsoon,True,50.75,15.75,weekend_peak_demand,2026-05-12T18:22:38.338399
onion,25,84.0,4,93,1.21,1.1,afternoon,winter,True,26.08,1.08,normal_market,2026-05-13T01:22:38.338421
potato,20,94.0,2,12,1.75,0.98,evening,monsoon,True,29.0,9.0,scarcity_price_surge,2026-05-11T14:22:38.338434
onion,25,96.0,1,102,1.48,0.97,evening,summer,True,28.79,3.79,normal_market,2026-05-09T20:22:38.338454
potato,20,82.0,6,29,1.16,0.99,morning,summer,False,23.4,3.4,normal_market,2026-05-09T11:22:38.338470
cabbage,28,68.0,4,12,1.04,1.14,evening,monsoon,False,39.16,11.16,normal_market,2026-05-10T08:22:38.338483
apple,120,95.0,1,11,1.74,0.97,morning,summer,False,174.0,54.0,scarcity_price_surge,2026-05-10T19:22:38.338496
apple,120,80.0,4,115,1.15,0.96,afternoon,summer,False,104.64,-15.36,normal_market,2026-05-09T15:22:38.338508
carrot,35,50.0,5,100,1.13,1.01,afternoon,summer,False,25.6,-9.4,normal_market,2026-05-12T03:22:38.338521
onion,25,76.0,6,42,1.13,1.05,morning,winter,True,29.55,4.55,weekend_peak_demand,2026-05-11T09:22:38.338540
banana,40,88.0,1,23,1.55,0.97,evening,monsoon,True,54.48,14.48,normal_market,2026-05-09T15:22:38.338567
banana,40,52.0,4,65,1.51,0.85,morning,winter,True,35.56,-4.44,weekend_peak_demand,2026-05-10T10:22:38.338581
cabbage,28,92.0,1,12,1.23,1.08,evening,monsoon,True,40.6,12.6,normal_market,2026-05-11T17:22:38.338593
tomato,30,64.0,2,78,1.47,1.04,morning,winter,False,35.44,5.44,normal_market,2026-05-13T02:22:38.338605
tomato,30,28.0,4,23,0.96,0.97,morning,monsoon,True,24.79,-5.21,weekend_peak_demand,2026-05-12T13:22:38.338618
carrot,35,50.0,5,27,1.18,0.99,evening,winter,False,39.56,4.56,normal_market,2026-05-12T10:22:38.338632
cabbage,28,84.0,2,71,1.67,0.97,evening,winter,False,40.6,12.6,normal_market,2026-05-10T12:22:38.338655
cabbage,28,92.0,1,75,1.34,0.98,afternoon,monsoon,True,34.59,6.59,normal_market,2026-05-10T06:22:38.338696
cabbage,28,60.0,5,75,1.54,1.0,morning,monsoon,True,31.43,3.43,weekend_peak_demand,2026-05-11T00:22:38.338710
potato,20,91.0,3,85,1.45,0.92,afternoon,monsoon,False,19.47,-0.53,normal_market,2026-05-10T06:22:38.338723
banana,40,28.0,6,109,0.61,0.89,evening,summer,True,19.38,-20.62,waste_prevention_discount,2026-05-10T23:22:38.338736
mango,150,25.0,5,35,0.97,1.04,afternoon,summer,True,123.14,-26.86,normal_market,2026-05-12T08:22:38.338751
apple,120,70.0,6,16,1.28,0.96,evening,summer,False,153.55,33.55,normal_market,2026-05-12T21:22:38.338764
onion,25,88.0,3,43,1.15,1.05,afternoon,summer,True,30.61,5.61,normal_market,2026-05-11T08:22:38.338782
tomato,30,0,6,28,0.48,0.79,morning,summer,False,13.5,-16.5,clearance_low_freshness,2026-05-09T08:22:38.338815
mango,150,70.0,2,14,1.73,1.07,evening,monsoon,True,217.5,67.5,scarcity_price_surge,2026-05-11T03:22:38.338856
banana,40,76.0,2,119,1.28,0.98,morning,summer,False,37.76,-2.24,normal_market,2026-05-11T10:22:38.338913
onion,25,100.0,0,14,1.76,0.98,morning,summer,False,36.25,11.25,scarcity_price_surge,2026-05-12T11:22:38.338989
cabbage,28,92.0,1,118,1.32,1.07,afternoon,monsoon,True,30.8,2.8,normal_market,2026-05-11T19:22:38.339016
mango,150,25.0,5,51,0.75,0.99,evening,winter,True,100.14,-49.86,normal_market,2026-05-11T09:22:38.339045
apple,120,95.0,1,15,1.72,0.98,morning,summer,False,174.0,54.0,scarcity_price_surge,2026-05-10T20:22:38.339065
apple,120,100.0,0,97,1.83,1.05,morning,monsoon,True,162.6,42.6,weekend_peak_demand,2026-05-10T16:22:38.339085
cabbage,28,68.0,4,54,1.17,1.07,morning,monsoon,True,32.27,4.27,weekend_peak_demand,2026-05-11T11:22:38.339103
cabbage,28,52.0,6,23,1.05,1.13,evening,winter,False,35.36,7.36,normal_market,2026-05-11T10:22:38.339120
mango,150,85.0,1,56,1.59,1.01,afternoon,summer,False,217.5,67.5,normal_market,2026-05-10T18:22:38.339132
tomato,30,100.0,0,30,2.43,1.1,morning,monsoon,False,43.5,13.5,normal_market,2026-05-12T06:22:38.339146
tomato,30,46.0,3,46,1.17,0.87,evening,monsoon,True,28.74,-1.26,normal_market,2026-05-09T07:22:38.339158
carrot,35,40.0,6,27,1.23,1.1,morning,summer,True,33.71,-1.29,weekend_peak_demand,2026-05-13T00:22:38.339172
mango,150,70.0,2,46,1.53,0.87,afternoon,monsoon,True,149.74,-0.26,normal_market,2026-05-11T19:22:38.339195
onion,25,76.0,6,47,1.19,1.04,afternoon,summer,False,28.36,3.36,normal_market,2026-05-09T20:22:38.339217
carrot,35,80.0,2,37,1.67,0.92,evening,summer,True,44.27,9.27,normal_market,2026-05-12T01:22:38.339253
mango,150,10.0,6,21,0.46,0.87,afternoon,monsoon,False,67.5,-82.5,clearance_low_freshness,2026-05-10T14:22:38.339280
mango,150,85.0,1,22,1.66,0.99,morning,winter,True,204.54,54.54,weekend_peak_demand,2026-05-11T17:22:38.339322
onion,25,92.0,2,25,1.79,1.09,evening,monsoon,True,36.25,11.25,normal_market,2026-05-11T13:22:38.339346
apple,120,95.0,1,45,1.47,0.94,evening,winter,False,161.94,41.94,normal_market,2026-05-09T14:22:38.339363
tomato,30,46.0,3,12,1.05,0.82,afternoon,summer,True,23.6,-6.4,normal_market,2026-05-11T11:22:38.339378
cabbage,28,100.0,0,23,1.98,1.09,evening,winter,False,40.6,12.6,normal_market,2026-05-12T23:22:38.339390
onion,25,88.0,3,16,1.82,0.98,evening,monsoon,True,36.25,11.25,scarcity_price_surge,2026-05-11T04:22:38.339403
tomato,30,28.0,4,20,0.7,1.06,morning,winter,False,21.15,-8.85,normal_market,2026-05-11T17:22:38.339417
apple,120,80.0,4,63,1.33,0.95,evening,monsoon,True,143.43,23.43,normal_market,2026-05-11T15:22:38.339429
carrot,35,50.0,5,58,1.56,1.11,morning,winter,False,47.79,12.79,normal_market,2026-05-12T06:22:38.339442
apple,120,100.0,0,66,1.65,0.93,morning,winter,True,168.04,48.04,weekend_peak_demand,2026-05-09T17:22:38.339454
carrot,35,90.0,1,81,1.51,0.97,afternoon,summer,True,36.27,1.27,normal_market,2026-05-12T22:22:38.339467
carrot,35,90.0,1,82,1.16,1.06,afternoon,summer,False,36.03,1.03,normal_market,2026-05-11T05:22:38.339480
cabbage,28,84.0,2,14,1.26,1.1,evening,monsoon,False,40.6,12.6,normal_market,2026-05-10T06:22:38.339500
mango,150,25.0,5,72,0.64,0.7,afternoon,winter,True,67.5,-82.5,waste_prevention_discount,2026-05-10T23:22:38.339512
potato,20,85.0,5,109,1.56,1.1,morning,monsoon,False,24.23,4.23,normal_market,2026-05-10T19:22:38.339526
tomato,30,46.0,3,109,0.84,0.81,evening,summer,False,16.84,-13.16,normal_market,2026-05-10T12:22:38.339543
cabbage,28,52.0,6,67,1.7,0.87,morning,winter,True,31.55,3.55,weekend_peak_demand,2026-05-12T23:22:38.339662
mango,150,70.0,2,61,1.2,1.19,evening,winter,False,202.3,52.3,temporary_market_spike,2026-05-11T23:22:38.339682
carrot,35,100.0,0,94,1.56,0.99,afternoon,summer,True,39.82,4.82,normal_market,2026-05-12T10:22:38.339702
carrot,35,100.0,0,109,1.49,1.04,afternoon,summer,False,41.08,6.08,normal_market,2026-05-11T00:22:38.339714
tomato,30,64.0,2,100,1.16,1.13,evening,monsoon,False,35.2,5.2,normal_market,2026-05-12T07:22:38.339725
onion,25,100.0,0,43,1.66,0.95,morning,monsoon,False,35.85,10.85,normal_market,2026-05-09T13:22:38.339749
apple,120,100.0,0,101,1.53,0.95,morning,monsoon,False,136.51,16.51,normal_market,2026-05-11T12:22:38.339760
potato,20,88.0,4,15,1.19,0.92,morning,summer,True,26.21,6.21,weekend_peak_demand,2026-05-10T18:22:38.339770
carrot,35,40.0,6,116,0.97,1.1,evening,monsoon,False,26.36,-8.64,normal_market,2026-05-09T10:22:38.339783
mango,150,70.0,2,5,1.2,0.9,evening,winter,True,175.95,25.95,normal_market,2026-05-11T05:22:38.339797
mango,150,40.0,4,105,0.92,1.05,afternoon,winter,False,98.32,-51.68,normal_market,2026-05-10T05:22:38.339810
carrot,35,60.0,4,32,1.57,1.01,morning,winter,False,47.19,12.19,normal_market,2026-05-12T20:22:38.339824
banana,40,100.0,0,41,1.56,0.86,afternoon,summer,True,48.22,8.22,normal_market,2026-05-12T15:22:38.339838
banana,40,100.0,0,6,1.9,0.84,afternoon,monsoon,True,58.0,18.0,scarcity_price_surge,2026-05-11T20:22:38.339851
